血統登録番号,馬名,父正規名,母父正規名,母母父正規名,枝1_父ブロック_父父,枝2_父ブロック_母父,枝3_父ブロック_母母父,枝4_母父ブロック_父父,枝5_母父ブロック_母父,枝6_母父ブロック_母母父,枝7_母母父ブロック_父父,枝8_母母父ブロック_母父,枝9_母母父ブロック_母母父,現代馬9枝シグネチャ
2022103323,チューリップ,ロジャーバローズ,ヴィクトワールピサ,Invincible Spirit,地,バ,極,地,地,地,地,極,極,地・バ・極｜地・地・地｜地・極・極
2022105828,サルーポルティ,モーリス,ディープインパクト,Stuka,地,地,地,極,極,地,極,バ,極,地・地・地｜極・極・地｜極・バ・極
2022104874,ホウオウガイア,シルバーステート,フレンチデピュティ,リアルシヤダイ,地,バ,極,バ,極,極,極,極,極,地・バ・極｜バ・極・極｜極・極・極
2022107254,エンプレスフレーム,カリフォルニアクローム,ハイアーゲーム,Woodman,地,極,地,極,極,地,極,極,極,地・極・地｜極・極・地｜極・極・極
2022105030,エリーナストーム,サトノアラジン,Elusive City,Highest Honor,地,バ,極,地,地,極,極,極,極,地・バ・極｜地・地・極｜極・極・極
2022103325,チョウノミツツボ,ダノンレジェンド,アドマイヤマックス,マヤノトップガン,地,極,極,極,極,地,極,地,極,地・極・極｜極・極・地｜極・地・極
2022106093,タワーリシチ,リアルスティール,スマートファルコン,スウェプトオーヴァーボード,地,バ,極,地,地,極,地,地,地,地・バ・極｜地・地・極｜地・地・地
2022103769,ミヤマテウス,パイロ,サウスヴィグラス,アサティス,バ,極,極,地,地,地,地,極,地,バ・極・極｜地・地・地｜地・極・地
2022106584,ケイアイマハナ,ダノンレジェンド,クロフネ,ウォーニング,地,極,極,地,極,極,極,極,極,地・極・極｜地・極・極｜極・極・極
2022106099,ハルノアラシ,ミスターメロディ,ディープブリランテ,シンボリクリスエス,地,極,バ,地,バ,極,極,極,バ,地・極・バ｜地・バ・極｜極・極・バ
2022107087,ノアプレスリー,ミスターメロディ,ダンスインザダーク,エリシオ,地,極,バ,極,極,極,地,極,極,地・極・バ｜極・極・極｜地・極・極
2022102376,コパノオーランド,コパノリッキー,ロードカナロア,Deputy Minister,地,地,極,地,地,地,地,極,極,地・地・極｜地・地・地｜地・極・極
2022103744,テイエムダイスター,シニスターミニスター,ディープインパクト,アサティス,バ,極,地,極,極,地,地,極,地,バ・極・地｜極・極・地｜地・極・地
2021105747,プリュノワール,ロードカナロア,Singspiel,Machiavellian,地,地,地,地,バ,極,極,極,極,地・地・地｜地・バ・極｜極・極・極
2021102002,スカイライト,スワーヴリチャード,キングカメハメハ,サンデーサイレンス,地,地,バ,極,地,地,極,極,極,地・地・バ｜極・地・地｜極・極・極
2021103736,エリカビーナス,エピファネイア,ディープインパクト,Kingmambo,極,地,バ,極,極,地,極,極,地,極・地・バ｜極・極・地｜極・極・地
2021103971,ハッピーデービー,エピファネイア,サクラバクシンオー,ゼンノロブロイ,極,地,バ,地,極,極,極,極,地,極・地・バ｜地・極・極｜極・極・地
2021105510,オーデンヴァルト,ロードカナロア,スペシャルウィーク,エリシオ,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2021103744,マンウォル,ブリックスアンドモルタル,スズカマンボ,パラダイスクリーク,地,バ,極,極,極,地,極,極,極,地・バ・極｜極・極・地｜極・極・極
2020110050,アブストゥルース,Churchill,Shamardal,Docksider,地,極,地,地,バ,極,地,極,極,地・極・地｜地・バ・極｜地・極・極
2020102775,ベラジオソノダラブ,ロゴタイプ,シンボリクリスエス,ホワイトマズル,地,バ,極,極,極,バ,バ,極,地,地・バ・極｜極・極・バ｜バ・極・地
2021100329,プルナチャンドラ,アニマルキングダム,オペラハウス,Thunder Gulch,バ,バ,地,地,極,極,極,地,極,バ・バ・地｜地・極・極｜極・地・極
2021104456,ウンガイソウテン,ダノンレジェンド,ブライアンズタイム,ヤマニンスキー,地,極,極,極,極,地,地,極,極,地・極・極｜極・極・地｜地・極・極
2022105990,クニノハッピー,ヘニーヒューズ,アグネスタキオン,Avenue of Flags,地,バ,極,極,極,地,極,極,バ,地・バ・極｜極・極・地｜極・極・バ
2022103327,バム,ロジャーバローズ,アグネスデジタル,スペシャルウィーク,地,バ,極,極,極,極,極,極,地,地・バ・極｜極・極・極｜極・極・地
2022102991,カイトヴィント,ルヴァンスレーヴ,キングカメハメハ,サンデーサイレンス,極,地,バ,極,地,地,極,極,極,極・地・バ｜極・地・地｜極・極・極
2022103959,アイビーヒメチャン,パイロ,クリプティックラスカル,アジュディケーティング,バ,極,極,極,極,極,地,バ,極,バ・極・極｜極・極・極｜地・バ・極
2022104847,ナクライト,アドマイヤマーズ,First Dude,Johannesburg,地,地,極,バ,バ,極,地,バ,極,地・地・極｜バ・バ・極｜地・バ・極
2022106828,マイネルゼウス,ダノンバラード,オルフェーヴル,Linamix,地,バ,極,地,極,地,バ,極,極,地・バ・極｜地・極・地｜バ・極・極
2022102268,フレイザーテソーロ,フィエールマン,Frankel,Dashing Blade,地,バ,極,地,極,地,バ,極,地,地・バ・極｜地・極・地｜バ・極・地
2022101936,テイオームサシ,ナダル,トウカイテイオー,リアルシヤダイ,地,極,バ,極,地,極,極,極,極,地・極・バ｜極・地・極｜極・極・極
2021105991,エポニーヌ,リアルインパクト,Danehill Dancer,Nijinsky,地,バ,極,地,地,地,地,極,バ,地・バ・極｜地・地・地｜地・極・バ
2021103490,リヴァイデント,ブリックスアンドモルタル,デュランダル,フォーティナイナー,地,バ,極,極,極,地,極,極,極,地・バ・極｜極・極・地｜極・極・極
2021105401,ドルフィンスルー,ドゥラメンテ,Elusive City,Rainbow Quest,地,地,地,地,地,極,極,極,極,地・地・地｜地・地・極｜極・極・極
2021106681,ラルンエベール,サトノダイヤモンド,キングカメハメハ,フレンチデピュティ,地,バ,極,極,地,地,バ,極,極,地・バ・極｜極・地・地｜バ・極・極
2021106828,ペーシュメルバ,ゴールドシップ,Linamix,Kingmambo,地,極,地,バ,極,極,極,極,地,地・極・地｜バ・極・極｜極・極・地
2021103317,マンマミーア,アドマイヤムーン,キングズベスト,Sadler's Wells,地,地,地,極,地,地,地,極,極,地・地・地｜極・地・地｜地・極・極
2021104499,スズノアムール,マインドユアビスケッツ,マンハッタンカフェ,Theatrical,地,バ,極,極,極,地,地,地,極,地・バ・極｜極・極・地｜地・地・極
2021100716,スオードカット,ブリックスアンドモルタル,Colonel John,Ascot Knight,地,バ,極,バ,極,地,地,バ,バ,地・バ・極｜バ・極・地｜地・バ・バ
2021107328,ヴィーリヤ,パイロ,ディープスカイ,Singspiel,バ,極,極,地,極,バ,地,バ,極,バ・極・極｜地・極・バ｜地・バ・極
2021109071,カミノケンシン,アルアイン,キングカメハメハ,ダンスオブライフ,地,バ,極,極,地,地,地,極,極,地・バ・極｜極・地・地｜地・極・極
2021102649,ゲンパチマッケン,ホッコータルマエ,クロフネ,Miswaki,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2021101235,ゴールデンオスカー,スクリーンヒーロー,アグネスデジタル,クリスタルグリツターズ,バ,地,地,極,極,極,極,極,極,バ・地・地｜極・極・極｜極・極・極
2022104884,ヴィジョンメーカー,ルーラーシップ,ディープインパクト,Sadler's Wells,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2022106770,マイネルボス,ダノンバラード,Street Boss,Awesome Again,地,バ,極,極,地,極,バ,極,極,地・バ・極｜極・地・極｜バ・極・極
2022105377,オンザバサラ,ハービンジャー,ディープインパクト,Monsun,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2022104897,レッドベルダンス,レイデオロ,Union Rags,Storm Cat,地,地,地,地,極,極,地,極,極,地・地・地｜地・極・極｜地・極・極
2022102699,ダテミカヅキ,デクラレーションオブウォー,ネオユニヴァース,ウォーニング,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2022101745,ピコチャンブラック,キタサンブラック,ネオユニヴァース,Sadler's Wells,地,バ,極,極,極,地,地,極,極,地・バ・極｜極・極・地｜地・極・極
2022102262,マルセルテソーロ,フィエールマン,Camelot,Danehill Dancer,地,バ,極,地,バ,極,地,地,地,地・バ・極｜地・バ・極｜地・地・地
2022104422,マーレリアン,ブリックスアンドモルタル,マンハッタンカフェ,ブライアンズタイム,地,バ,極,極,極,地,極,極,地,地・バ・極｜極・極・地｜極・極・地
2022105341,ファイアリーホット,ミッキーアイル,ハーツクライ,Pistolet Bleu,地,バ,極,極,極,地,バ,極,極,地・バ・極｜極・極・地｜バ・極・極
2022103036,ハニーアイリー,ミッキーアイル,ダイワメジャー,トニービン,地,バ,極,極,極,地,極,極,極,地・バ・極｜極・極・地｜極・極・極
2022104122,スカイダイバー,フォーウィールドライブ,ダイワメジャー,サツカーボーイ,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2022102585,フクシマジンロッソ,ロゴタイプ,タイキシャトル,アドマイヤマックス,地,バ,極,極,極,極,極,極,地,地・バ・極｜極・極・極｜極・極・地
2022104978,アンティジャミーラ,アルアイン,キングカメハメハ,Storm Cat,地,バ,極,極,地,地,地,極,極,地・バ・極｜極・地・地｜地・極・極
2022102863,プライムクオリティ,タワーオブロンドン,シンボリクリスエス,Deputy Minister,地,地,極,極,極,バ,地,極,極,地・地・極｜極・極・バ｜地・極・極
2022100734,チートメジャー,ダイワメジャー,Hard Spun,Fusaichi Pegasus,極,極,地,地,バ,極,極,極,極,極・極・地｜地・バ・極｜極・極・極
2022103556,キープサインオン,ビッグアーサー,マンハッタンカフェ,エリシオ,地,地,極,極,極,地,地,極,極,地・地・極｜極・極・地｜地・極・極
2022103331,アブラカタブラ,モズアスコット,フレンチデピュティ,サンデーサイレンス,地,地,極,バ,極,極,極,極,極,地・地・極｜バ・極・極｜極・極・極
2022101646,セントアイヴスベイ,タワーオブロンドン,ハードスパン,Storm Cat,地,地,極,地,バ,極,地,極,極,地・地・極｜地・バ・極｜地・極・極
2022105317,ミーントゥビー,リアルインパクト,フジキセキ,Jade Robbery,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2022106741,メイリー,タワーオブロンドン,オルフェーヴル,スペシャルウィーク,地,地,極,地,極,地,極,極,地,地・地・極｜地・極・地｜極・極・地
2022104291,マホウショウジョ,カリフォルニアクローム,ディープインパクト,Include,地,極,地,極,極,地,極,極,極,地・極・地｜極・極・地｜極・極・極
2022106578,フミエ,デクラレーションオブウォー,ゼンノロブロイ,Silver Deputy,地,地,地,極,極,地,バ,極,極,地・地・地｜極・極・地｜バ・極・極
2021103815,エデバリ,エイシンヒカリ,サマーバード,Giant's Causeway,地,バ,極,バ,地,極,地,極,極,地・バ・極｜バ・地・極｜地・極・極
2021103261,ティファニジェンヌ,ドレフォン,アグネスタキオン,Deputy Minister,地,バ,極,極,極,地,地,極,極,地・バ・極｜極・極・地｜地・極・極
2021100615,ジーティーノーブル,カリフォルニアクローム,ダンスインザダーク,ロックオブジブラルタル,地,極,地,極,極,極,地,地,極,地・極・地｜極・極・極｜地・地・極
2021104722,ネイサン,マクマホン,ダイワメジャー,ホワイトマズル,地,地,地,極,極,地,バ,極,地,地・地・地｜極・極・地｜バ・極・地
2021100606,ベルイストワール,ミッキーグローリー,Giant's Causeway,Dixieland Band,地,バ,極,地,極,極,地,極,極,地・バ・極｜地・極・極｜地・極・極
2021101247,クラウンライジング,トランセンド,ゴールドアリュール,ホワイトマズル,地,地,極,極,極,地,バ,極,地,地・地・極｜極・極・地｜バ・極・地
2022103549,コムーネ,ビーチパトロール,デュランダル,ティンバーカントリー,地,極,極,極,極,地,極,極,地,地・極・極｜極・極・地｜極・極・地
2022101316,スナークメスナー,シュヴァルグラン,Bernardini,Wild Again,地,地,バ,極,極,極,地,極,極,地・地・バ｜極・極・極｜地・極・極
2021103464,オセアルクレット,アジアエクスプレス,ゼンノロブロイ,Green Desert,地,極,極,極,極,地,地,バ,極,地・極・極｜極・極・地｜地・バ・極
2021102970,サユリバナ,ドゥラメンテ,ダイワメジャー,Include,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2021106562,ゴーゴーケイコ,ヘニーヒューズ,キングカメハメハ,サンデーサイレンス,地,バ,極,極,地,地,極,極,極,地・バ・極｜極・地・地｜極・極・極
2021105854,ナイトクラウン,ニューイヤーズデイ,シンボリクリスエス,サンデーサイレンス,極,地,極,極,極,バ,極,極,極,極・地・極｜極・極・バ｜極・極・極
2021104206,ヘルツシュラーク,シュヴァルグラン,Cape Cross,Selkirk,地,地,バ,地,極,極,地,地,極,地・地・バ｜地・極・極｜地・地・極
2021105181,ライネスヘルツ,マインドユアビスケッツ,ティンバーカントリー,タヤスツヨシ,地,バ,極,極,極,地,極,極,極,地・バ・極｜極・極・地｜極・極・極
2022107348,シバノストムキット,リアルスティール,ロードカナロア,アグネスタキオン,地,バ,極,地,地,地,極,極,地,地・バ・極｜地・地・地｜極・極・地
2022103924,ショウナンラリー,ナダル,ハーツクライ,キャプテンスティーヴ,地,極,バ,極,極,地,バ,地,極,地・極・バ｜極・極・地｜バ・地・極
2022100679,ニシノドロシー,ストロングリターン,オルフェーヴル,タニノギムレット,極,地,バ,地,極,地,極,地,極,極・地・バ｜地・極・地｜極・地・極
2022102559,グリスタン,アドマイヤマーズ,キングカメハメハ,Rahy,地,地,極,極,地,地,極,極,極,地・地・極｜極・地・地｜極・極・極
2022103588,スノーリン,ノヴェリスト,ハーツクライ,エルコンドルパサー,極,地,地,極,極,地,極,地,地,極・地・地｜極・極・地｜極・地・地
2022105981,ブラックルビー,キズナ,シンボリクリスエス,トニービン,地,バ,極,極,極,バ,極,極,極,地・バ・極｜極・極・バ｜極・極・極
2022106773,マイネルラファール,ウインブライト,ディープインパクト,ブライアンズタイム,地,極,地,極,極,地,極,極,地,地・極・地｜極・極・地｜極・極・地
2022105167,コンテディカヴール,アドマイヤマーズ,クロフネ,Danehill,地,地,極,地,極,極,地,バ,地,地・地・極｜地・極・極｜地・バ・地
2022101498,クモヒトツナイ,アルアイン,キングカメハメハ,Loup Solitaire,地,バ,極,極,地,地,極,極,地,地・バ・極｜極・地・地｜極・極・地
2022106802,コスモヴェントゥス,ウインブライト,Minardi,Kris,地,極,地,地,極,極,地,地,極,地・極・地｜地・極・極｜地・地・極
2022100456,ヴェネチアンマスク,フィエールマン,キングカメハメハ,Storm Cat,地,バ,極,極,地,地,地,極,極,地・バ・極｜極・地・地｜地・極・極
2022101710,ヒサエノオモカゲ,ノーブルミッション,ダンスインザダーク,リンドシェーバー,地,極,地,極,極,極,極,極,極,地・極・地｜極・極・極｜極・極・極
2022102689,バックアップアゲン,ビッグアーサー,デュランダル,エルコンドルパサー,地,地,極,極,極,地,極,地,地,地・地・極｜極・極・地｜極・地・地
2022101290,マリノトニトゥルス,サンダースノー,キングカメハメハ,スペシャルウィーク,地,地,バ,極,地,地,極,極,地,地・地・バ｜極・地・地｜極・極・地
2022103992,セカンドトゥノン,ドレフォン,タニノギムレット,Woodman,地,バ,極,極,地,極,極,極,極,地・バ・極｜極・地・極｜極・極・極
2022103041,カミーチェ,マクフィ,ジャスタウェイ,マイネルラヴ,地,バ,バ,地,地,バ,極,極,極,地・バ・バ｜地・地・バ｜極・極・極
2022105643,リズ,マクマホン,Silver Planet,Engrillado,地,地,地,地,地,極,極,極,極,地・地・地｜地・地・極｜極・極・極
2022109031,リュウノハミング,アジアエクスプレス,アグネスタキオン,Garde Royale,地,極,極,極,極,地,極,極,極,地・極・極｜極・極・地｜極・極・極
2022101362,シャルパンティエ,ダノンバラード,Stormy Atlantic,Afleet,地,バ,極,地,極,極,極,極,極,地・バ・極｜地・極・極｜極・極・極
2022102899,ナムラルナ,ダンカーク,スウェプトオーヴァーボード,キングヘイロー,極,極,地,地,地,地,バ,極,極,極・極・地｜地・地・地｜バ・極・極
2022103034,アズーラ,ストロングリターン,キングズベスト,マンハッタンカフェ,極,地,バ,極,地,地,極,極,地,極・地・バ｜極・地・地｜極・極・地
2022104758,ヴィンブルレー,ナダル,ゴールドアリュール,シンボリクリスエス,地,極,バ,極,極,地,極,極,バ,地・極・バ｜極・極・地｜極・極・バ
2022101623,アブキールベイ,ファインニードル,ハーツクライ,Storm Cat,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2022106599,ラブカマクフィー,マクフィ,オース,Caerleon,地,バ,バ,地,極,地,地,極,極,地・バ・バ｜地・極・地｜地・極・極
2021103967,アイソーザライト,バゴ,アグネスタキオン,Caerleon,極,極,極,極,極,地,地,極,極,極・極・極｜極・極・地｜地・極・極
2021105424,カイゼルスベルグ,キズナ,Azamour,Mr. Prospector,地,バ,極,地,極,極,極,バ,極,地・バ・極｜地・極・極｜極・バ・極
2021105215,エスカラーチェ,ハービンジャー,ダンスインザダーク,ノーザンテースト,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2021106085,クレバーピコ,サトノアラジン,ナカヤマフェスタ,アフリート,地,バ,極,地,極,地,極,極,極,地・バ・極｜地・極・地｜極・極・極
2021104401,ヴェサリウス,ロゴタイプ,ダイワメジャー,タイキシャトル,地,バ,極,極,極,地,極,極,極,地・バ・極｜極・極・地｜極・極・極
2021105066,レッドテリオス,ジャスタウェイ,Efisio,Goldneyev,地,地,バ,地,極,極,地,地,極,地・地・バ｜地・極・極｜地・地・極
2021101176,キューティクローム,カリフォルニアクローム,キングカメハメハ,トニービン,地,極,地,極,地,地,極,極,極,地・極・地｜極・地・地｜極・極・極
2021105660,ジャポネ,ダイワメジャー,Astronomer Royal,Alzao,極,極,地,地,バ,極,地,極,極,極・極・地｜地・バ・極｜地・極・極
2021105838,モルトマエストーソ,ドゥラメンテ,Danehill Dancer,Storm Cat,地,地,地,地,地,地,地,極,極,地・地・地｜地・地・地｜地・極・極
2022104140,ロワゾブルーチヌ,ジャスタウェイ,マンハッタンカフェ,Grand Slam,地,地,バ,極,極,地,極,極,極,地・地・バ｜極・極・地｜極・極・極
2022101893,オリエンタルボーイ,ディーマジェスティ,ヨハネスブルグ,サンデーサイレンス,地,バ,極,地,バ,極,極,極,極,地・バ・極｜地・バ・極｜極・極・極
2022104708,テーオーシュタルク,マジェスティックウォリアー,リンカーン,ノーザンテースト,極,極,極,極,極,地,地,極,極,極・極・極｜極・極・地｜地・極・極
2022106567,アルムチャーチル,フォーウィールドライブ,キングカメハメハ,Saint Ballado,地,地,地,極,地,地,極,極,極,地・地・地｜極・地・地｜極・極・極
2022101791,セブンスウェイ,ジャスタウェイ,シンボリクリスエス,Vice Regent,地,地,バ,極,極,バ,地,極,極,地・地・バ｜極・極・バ｜地・極・極
2022109125,ムゾラシカ,エスケンデレヤ,オレハマッテルゼ,Storm Cat,地,バ,極,極,極,地,地,極,極,地・バ・極｜極・極・地｜地・極・極
2022103751,スナドケイ,ルヴァンスレーヴ,スマートボーイ,Silver Deputy,極,地,バ,バ,地,極,バ,極,極,極・地・バ｜バ・地・極｜バ・極・極
2022104187,ムーンストラック,シュヴァルグラン,Desert Prince,Indian Ridge,地,地,バ,地,極,極,極,極,極,地・地・バ｜地・極・極｜極・極・極
2022105914,ソルトチューダ,ルーラーシップ,フジキセキ,Indian Charlie,地,地,地,極,極,極,地,バ,極,地・地・地｜極・極・極｜地・バ・極
2022102965,ブレトワルダ,マジェスティックウォリアー,ハーツクライ,Editor's Note,極,極,極,極,極,地,極,極,極,極・極・極｜極・極・地｜極・極・極
2022110117,チュウワチーフ,Tom's d'Etat,Overanalyze,Sky Classic,極,バ,バ,地,極,極,地,極,極,極・バ・バ｜地・極・極｜地・極・極
2022100325,ハクサンミラクル,シルポート,タニノギムレット,ネオユニヴァース,バ,地,極,極,地,極,極,極,地,バ・地・極｜極・地・極｜極・極・地
2022102514,ベイビーキッス,サンダースノー,フサイチコンコルド,Cure the Blues,地,地,バ,バ,極,極,極,極,極,地・地・バ｜バ・極・極｜極・極・極
2022105513,ロールザボーンズ,ゴールドシップ,ショウナンカンプ,サンデーサイレンス,地,極,地,地,地,極,極,極,極,地・極・地｜地・地・極｜極・極・極
2022107327,クラリフィエ,ミスターメロディ,ブライアンズタイム,サンデーサイレンス,地,極,バ,極,極,地,極,極,極,地・極・バ｜極・極・地｜極・極・極
2022105627,プリヤンカー,マクフィ,ディープインパクト,Cape Cross,地,バ,バ,極,極,地,地,極,極,地・バ・バ｜極・極・地｜地・極・極
2022106915,セサンパ,サートゥルナーリア,Dark Angel,Sea The Stars,地,地,地,極,バ,極,地,バ,地,地・地・地｜極・バ・極｜地・バ・地
2022106220,ココロエ,スワーヴリチャード,ステイゴールド,ポリッシュネイビー,地,地,バ,極,極,極,地,バ,極,地・地・バ｜極・極・極｜地・バ・極
2022105212,エコロハート,ストロングリターン,ハーツクライ,Dubai Destination,極,地,バ,極,極,地,極,地,地,極・地・バ｜極・極・地｜極・地・地
2022104916,ワンザストーリー,ミッキーアイル,Zoffany,Singspiel,地,バ,極,地,地,地,地,バ,極,地・バ・極｜地・地・地｜地・バ・極
2022106835,セガンティーニ,ビッグアーサー,スパイキュール,Honour and Glory,地,地,極,極,極,地,極,極,極,地・地・極｜極・極・地｜極・極・極
2022105861,アットザホップ,サトノアラジン,ハーツクライ,Sri Pekan,地,バ,極,極,極,地,極,極,極,地・バ・極｜極・極・地｜極・極・極
2022100275,キッシングセーラー,ウインブライト,エンパイアメーカー,スペシャルウィーク,地,極,地,極,極,極,極,極,地,地・極・地｜極・極・極｜極・極・地
2022101822,カツコノヒヤザケ,フェノーメノ,スウェプトオーヴァーボード,ヘクタープロテクター,地,極,地,地,地,地,極,極,極,地・極・地｜地・地・地｜極・極・極
2022101314,サノノロンドン,グレーターロンドン,Lemon Drop Kid,Danzig,地,バ,極,極,地,地,地,極,地,地・バ・極｜極・地・地｜地・極・地
2022102164,ムーンナイト,スワーヴリチャード,Kyllachy,Elusive City,地,地,バ,地,極,極,地,地,極,地・地・バ｜地・極・極｜地・地・極
2022100217,アルマヴィーナス,サトノダイヤモンド,メジロベイリー,メジロライアン,地,バ,極,極,極,地,地,極,極,地・バ・極｜極・極・地｜地・極・極
2022104262,ムコウジマドリーム,ヘンリーバローズ,ヨハネスブルグ,フレンチデピュティ,地,バ,極,地,バ,極,バ,極,極,地・バ・極｜地・バ・極｜バ・極・極
2022105227,バーケンヘッド,アドマイヤマーズ,ハービンジャー,ウォーエンブレム,地,地,極,地,地,地,極,地,極,地・地・極｜地・地・地｜極・地・極
2022103524,ディアイライザ,ノヴェリスト,Danehill Dancer,Sunday Silence,極,地,地,地,地,地,極,極,極,極・地・地｜地・地・地｜極・極・極
2022103337,マイホームヒロイン,ストーミーシー,ストーミングホーム,ブライアンズタイム,地,地,地,極,極,極,極,極,地,地・地・地｜極・極・極｜極・極・地
2022103513,ウインドラブハーツ,サトノアラジン,バゴ,シャンハイ,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2022105563,ヴァリラプトル,オルフェーヴル,Giant's Causeway,Nureyev,地,極,地,地,極,極,地,極,極,地・極・地｜地・極・極｜地・極・極
2022105615,アクウィエス,グレーターロンドン,ルーラーシップ,バチアー,地,バ,極,地,地,地,地,バ,極,地・バ・極｜地・地・地｜地・バ・極
2022106470,アンダースコア,ミッキーアイル,ルーラーシップ,ゼンノロブロイ,地,バ,極,地,地,地,極,極,地,地・バ・極｜地・地・地｜極・極・地
2022102229,グラスビジョン,ノーブルミッション,ディープインパクト,Deputy Minister,地,極,地,極,極,地,地,極,極,地・極・地｜極・極・地｜地・極・極
2022106330,デスロール,ビッグアーサー,ウインクリューガー,スピードワールド,地,地,極,バ,バ,地,極,極,極,地・地・極｜バ・バ・地｜極・極・極
2022101005,マロンカラノテガミ,ガルボ,マイネルセレクト,アドマイヤベガ,地,地,バ,極,極,極,極,極,地,地・地・バ｜極・極・極｜極・極・地
2022104540,ワナカ,モーニン,ハーツクライ,Dr Fong,地,極,極,極,極,地,極,極,バ,地・極・極｜極・極・地｜極・極・バ
2022100778,パステルキュート,ミッキーアイル,キングカメハメハ,Silver Hawk,地,バ,極,極,地,地,極,極,極,地・バ・極｜極・地・地｜極・極・極
2022104900,クロユキ,モーリス,クロフネ,マンハッタンカフェ,地,地,地,地,極,極,極,極,地,地・地・地｜地・極・極｜極・極・地
2022107257,ラブスノー,サンダースノー,オレハマッテルゼ,オース,地,地,バ,極,極,地,地,極,地,地・地・バ｜極・極・地｜地・極・地
2022105749,チュッチュポッポ,ディーマジェスティ,サウスヴィグラス,ラストタイクーン,地,バ,極,地,地,地,地,極,極,地・バ・極｜地・地・地｜地・極・極
2022105913,ロンドンキッド,タワーオブロンドン,ライブリーワン,キンググローリアス,地,地,極,極,極,極,極,極,極,地・地・極｜極・極・極｜極・極・極
2022100865,プティコリーヌ,ミッキーアイル,ハービンジャー,アグネスタキオン,地,バ,極,地,地,地,極,極,地,地・バ・極｜地・地・地｜極・極・地
2022101380,サザンブレーブ,フォーウィールドライブ,アドマイヤムーン,タニノギムレット,地,地,地,地,地,地,極,地,極,地・地・地｜地・地・地｜極・地・極
2022101053,ペガサスノース,ロードカナロア,サクラバクシンオー,ミホシンザン,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2022103591,アイカチャン,マインドユアビスケッツ,スウェプトオーヴァーボード,ピルサドスキー,地,バ,極,地,地,地,地,極,地,地・バ・極｜地・地・地｜地・極・地
2022101051,フジサンエンヤス,レイデオロ,ハービンジャー,アグネスタキオン,地,地,地,地,地,地,極,極,地,地・地・地｜地・地・地｜極・極・地
2021103293,リアンクトワ,ドレフォン,チチカステナンゴ,アドマイヤベガ,地,バ,極,極,バ,極,極,極,地,地・バ・極｜極・バ・極｜極・極・地
2021100119,ジーティージン,ワールドエース,タートルボウル,クロフネ,地,バ,極,地,バ,極,地,極,極,地・バ・極｜地・バ・極｜地・極・極
2021102919,ワイドモヒート,リアルスティール,ノヴェリスト,Kingmambo,地,バ,極,極,地,地,極,極,地,地・バ・極｜極・地・地｜極・極・地
2021110088,キュクヌス,Saxon Warrior,Giant's Causeway,Siberian Summer,地,バ,極,地,極,極,極,地,極,地・バ・極｜地・極・極｜極・地・極
2021106603,ヤマニンステラータ,サトノダイヤモンド,チチカステナンゴ,エリシオ,地,バ,極,極,バ,極,地,極,極,地・バ・極｜極・バ・極｜地・極・極
2020101660,ケイパブル,グランデッツァ,キョウワアリシバ,ロドリゴデトリアーノ,地,極,バ,バ,極,極,地,極,極,地・極・バ｜バ・極・極｜地・極・極
2022106024,セラード,イスラボニータ,ホワイトマズル,Mr. Prospector,地,極,極,バ,極,地,極,バ,極,地・極・極｜バ・極・地｜極・バ・極
2022104298,テントウムシサンバ,ロジャーバローズ,ハービンジャー,ファルブラヴ,地,バ,極,地,地,地,地,極,地,地・バ・極｜地・地・地｜地・極・地
2022105124,ボヌールキャッツ,ニューイヤーズデイ,Running Stag,Notebook,極,地,極,極,極,バ,極,バ,極,極・地・極｜極・極・バ｜極・バ・極
2022106696,カズノマリア,ルーラーシップ,ハーツクライ,シンボリクリスエス,地,地,地,極,極,地,極,極,バ,地・地・地｜極・極・地｜極・極・バ
2022104493,スターアイズ,ルヴァンスレーヴ,スウェプトオーヴァーボード,サンデーサイレンス,極,地,バ,地,地,地,極,極,極,極・地・バ｜地・地・地｜極・極・極
2022101616,ブルドッグキング,ブルドッグボス,Shamardal,King's Best,地,地,極,地,バ,極,極,地,地,地・地・極｜地・バ・極｜極・地・地
2022106235,ウインレアリゼ,ゴールドドリーム,Freud,D'Accord,地,地,極,地,極,極,極,極,極,地・地・極｜地・極・極｜極・極・極
2022106035,カリスパール,ベルシャザール,サウスヴィグラス,アサティス,地,地,地,地,地,地,地,極,地,地・地・地｜地・地・地｜地・極・地
